P-498,Morning Gossip Planter,227
A-459,Nevermore,210
A-464,Noble Fox,247
A-253 Set,Eagle Looking Left & Right                                  A-253L and A-253R,395
A-253L,Eagle Looking Left,197
A-253R,Eagle Looking Right,197
A-267,Soaring Owl,247
PD-108,Plain Round Pedestal,185
A-036,Dove Small Pair,35
A-404,Lovebirds,35
A-525,Dove,47
A-518,Twin Owls,147
A-520,Scholarly Owl,47
A-538,Post Owl,85
A-285,Merrie Little Owl,67
A-337,Large Horned Owl,172
A-433,Honeymoon Owls,67
A-460,Night Owl,97
A-511,Barny,135
A-526,Hoot Owl,97
A-279,Tropical Fish,227
A-300,Seahorse,197
A-508,Pelican,272
A-524,Heron,422
A-312,Swimming Fish,47
A-377,Old Crabby,85
A-442,Goldie,197
A-536,River Otter,172
A-539,Rainbow Trout,67
S-349,Gavin,70
S-351,Galen,70
S-381,Acorn,97
S-306,Joe,85
S-341,Jenny,172
S-388,Ronin,70
S-389,Aria,70
S-390,Aiden,70
S-371,George,70
S-424,Shelley ,47
S-425,Whimper,47
S-333,Peep,197
S-334,Puddles,107
S-422,On The Lookout,147
S-350,Puzzle,70
S-352,Paws,70
S-370,Scraps,70
S-336,Oscar,147
S-340,Eryl,197
S-462,Fiona Winged Dragon,172
S-479,Grumblethorpe,107
S-480,Sleepyhead,107
S-342,Yolande,517
S-421,Abraxas,297
S-177,Sitting Gargoyle,107
S-300,Tude,107
S-348,Robin,70
S-338,Ernie,197
S-339,Gryphon,210
S-428,Gunther,85
OR-145,Pelath,172
S-488,Fairy Castle,107
S-401,Merlin,297
S-481,Phoenix,147
C-106,Eva,122
S-427,Elinda,147
S-465,Hyacinth,70
S-467,Bluebell,60
S-468,Violet,70
F-259,Greenman Plaque,50
F-260,Dryad Plaque,50
GRCF-103,Goodfellow,397
S-396,Fred,35
S-412,Big Fred,97
S-477,Stealing Home,47
S-357,Gribblegrin,35
S-358,Winktingle,35
S-359,Mugwiggen,35
S-361,"Gnome Home, Short",85
S-392,Storytime With Grandpa,35
S-406,Toad House,60
S-407,Gnome Sweet Home (2 Pc),197
S-328,"Gnome Home, Small",47
S-440,Gnome Ranger,47
S-441,Gnome Rider,47
S-446,Gnome Coach,97
S-453,Gnome Home Planter,70
S-454,Gnome Cottage,122
S-457,Gnome Garden Planter,85
S-485,Classical Archer with Dog,322
S-486,Classical Archer,322
S-189/FA,Four Seasons -Fall,262
S-189/SP,Four Seasons - Spring,262
S-189/SU,Four Seasons -Summer,262
S-189/WI,Four Seasons - Winter,262
S-218,Tall Satyr,810
S-459,Isadora,227
S-458,Awakening,160
PD-168,Low Rectangular Plinth,135
S-288,Mother and Child,227
S-291,Sweet Dreams,197
PD-151,Tall Octagonal Pedestal,157
PD-32,Square Pedestal,135
S-089,Girl Carrying Two Baskets,172
S-250,Wood Nymph,172
S-275,Ammonite,247
S-487,Standing Mermaid,97
S-365,Fauna,160
S-489,Mother's Love,172
S-223,Male Golfer,172
S-471,Best Buddies,297
S-482,Purrfect Friends,197
S-022,Shy Girl,107
S-023,Seated Boy w/Book,70
S-484,April Showers,67
OR-142,Chang Mia Buddha ,227
OR-143,Kyoto Buddha,397
OR-38,Antique Buddha Head Large ,227
OR-153,Garden Foo Dog on Wave Plinth,572
OR-154,Garden Foo Dog,572
OR-155,Lotus Buddha,397
OR-08,"Dragon, Small ",107
